Date,Open,High,Low,Close     Close price adjusted for splits.,Adj Close     Adjusted close price adjusted for splits and dividend and/or capital gain distributions.,Volume
Dec 24, 2024,21,743.25,22,049.75,21,709.00,22,028.50,22,028.50,261,201
Dec 23, 2024,21,566.00,21,776.75,21,476.75,21,753.25,21,753.25,508,598
Dec 20, 2024,21,151.50,21,151.50,20,745.00,20,947.98,20,947.98,864,714
Dec 19, 2024,21,218.50,21,424.25,21,080.00,21,112.75,21,112.75,124,728
Dec 18, 2024,22,010.00,22,083.75,21,034.25,21,218.75,21,218.75,209,588
Dec 17, 2024,22,115.00,22,124.50,21,942.25,22,014.75,22,014.75,277,298
Dec 16, 2024,21,780.25,22,152.50,21,762.00,22,110.25,22,110.25,482,433
Dec 13, 2024,21,720.75,21,908.00,21,666.50,21,795.75,21,795.75,639,403
Dec 12, 2024,21,756.75,21,772.50,21,604.25,21,651.25,21,651.25,510,307
Dec 11, 2024,21,436.00,21,820.00,21,405.75,21,793.50,21,793.50,547,213
Dec 10, 2024,21,479.25,21,606.75,21,352.75,21,405.25,21,405.25,544,406
Dec 9, 2024,21,649.00,21,706.25,21,436.00,21,483.75,21,483.75,517,123
Dec 6, 2024,21,450.00,21,669.25,21,424.75,21,656.75,21,656.75,459,878
Dec 5, 2024,21,513.25,21,567.25,21,437.50,21,473.25,21,473.25,421,035
Dec 4, 2024,21,323.00,21,548.50,21,305.75,21,536.50,21,536.50,461,922
Dec 3, 2024,21,220.00,21,329.00,21,134.25,21,281.50,21,281.50,444,143
Dec 2, 2024,20,995.25,21,259.75,20,940.00,21,218.00,21,218.00,475,464
Nov 29, 2024,20,813.00,21,017.50,20,805.50,20,993.50,20,993.50,339,955
Nov 27, 2024,20,990.75,21,019.00,20,675.00,20,813.00,20,813.00,520,026
Nov 26, 2024,20,906.25,21,024.75,20,755.00,20,993.50,20,993.50,505,254
Nov 25, 2024,20,935.00,21,081.00,20,780.25,20,880.25,20,880.25,544,568
Nov 22, 2024,20,794.00,20,880.00,20,693.25,20,849.75,20,849.75,541,554
Nov 21, 2024,20,738.00,20,905.75,20,514.25,20,829.50,20,829.50,698,342
Nov 20, 2024,20,762.25,20,843.25,20,477.00,20,749.00,20,749.00,619,493
Nov 19, 2024,20,633.25,20,792.50,20,382.50,20,767.75,20,767.75,553,617
Nov 18, 2024,20,504.00,20,724.25,20,476.00,20,633.50,20,633.50,525,474
Nov 15, 2024,20,977.50,20,981.50,20,405.25,20,493.75,20,493.75,691,851
Nov 14, 2024,21,167.00,21,190.25,20,950.50,21,011.75,21,011.75,561,950
Nov 13, 2024,21,178.00,21,268.50,21,056.50,21,159.50,21,159.50,533,739
Nov 12, 2024,21,221.00,21,251.75,21,054.75,21,189.50,21,189.50,511,372
Nov 11, 2024,21,249.75,21,340.75,21,098.25,21,217.75,21,217.75,456,006
Nov 8, 2024,21,224.25,21,265.00,21,121.75,21,231.25,21,231.25,401,943
Nov 7, 2024,20,923.50,21,253.00,20,861.50,21,224.75,21,224.75,462,805
Nov 6, 2024,20,360.50,20,935.25,20,323.50,20,894.00,20,894.00,632,408
Nov 5, 2024,20,130.75,20,385.50,20,041.75,20,341.75,20,341.75,450,115
Nov 4, 2024,20,138.00,20,248.50,20,013.00,20,086.00,20,086.00,520,521
Nov 1, 2024,20,071.00,20,288.00,20,017.00,20,153.25,20,153.25,554,025
Oct 31, 2024,20,482.00,20,495.75,20,008.50,20,021.75,20,021.75,686,677
Oct 30, 2024,20,734.00,20,788.50,20,472.50,20,534.75,20,534.75,519,409
Oct 29, 2024,20,513.00,20,760.25,20,432.25,20,696.50,20,696.50,498,020
Oct 28, 2024,20,525.50,20,676.50,20,486.00,20,497.00,20,497.00,430,120
Oct 25, 2024,20,388.50,20,707.25,20,364.00,20,498.75,20,498.75,585,929
Oct 24, 2024,20,294.25,20,428.50,20,261.75,20,380.25,20,380.25,462,552
Oct 23, 2024,20,521.00,20,542.50,20,079.00,20,220.50,20,220.50,619,162
Oct 22, 2024,20,536.50,20,602.25,20,360.25,20,542.00,20,542.00,476,324
Oct 21, 2024,20,496.25,20,554.50,20,343.75,20,519.50,20,519.50,456,078
Oct 18, 2024,20,384.00,20,529.75,20,320.75,20,483.50,20,483.50,385,566
Oct 17, 2024,20,328.00,20,594.75,20,276.75,20,368.00,20,368.00,535,486
Oct 16, 2024,20,334.50,20,398.50,20,206.25,20,349.50,20,349.50,417,571
Oct 15, 2024,20,638.75,20,659.25,20,254.00,20,342.00,20,342.00,522,391
Oct 14, 2024,20,432.50,20,680.00,20,383.25,20,619.25,20,619.25,395,756
Oct 11, 2024,20,435.00,20,494.25,20,314.75,20,450.00,20,450.00,385,312
Oct 10, 2024,20,445.25,20,508.25,20,301.50,20,429.75,20,429.75,450,569
Oct 9, 2024,20,294.25,20,482.75,20,196.00,20,463.50,20,463.50,421,249
Oct 8, 2024,20,025.75,20,329.50,19,902.50,20,298.50,20,298.50,444,750
Oct 7, 2024,20,220.00,20,267.25,19,948.00,19,992.75,19,992.75,450,371
Oct 4, 2024,19,965.50,20,263.75,19,941.50,20,227.25,20,227.25,560,070
Oct 3, 2024,20,055.50,20,113.75,19,852.00,19,990.25,19,990.25,526,765
Oct 2, 2024,19,975.25,20,090.25,19,833.50,20,009.75,20,009.75,475,599
Oct 1, 2024,20,234.25,20,331.75,19,818.00,19,975.00,19,975.00,662,776
Sep 30, 2024,20,198.50,20,287.00,20,056.00,20,261.25,20,261.25,510,434
Sep 27, 2024,20,345.00,20,395.75,20,173.00,20,221.50,20,221.50,435,634
Sep 26, 2024,20,242.00,20,538.00,20,188.00,20,346.25,20,346.25,509,755
Sep 25, 2024,20,183.75,20,271.00,20,064.25,20,192.00,20,192.00,405,050
Sep 24, 2024,20,063.25,20,214.75,19,953.00,20,167.75,20,167.75,457,126
Sep 23, 2024,20,040.00,20,164.00,19,955.25,20,080.00,20,080.00,394,947
Sep 20, 2024,19,831.25,19,838.25,19,746.50,19,808.01,19,808.01,479,646
Sep 19, 2024,19,420.50,19,966.25,19,408.75,19,850.25,19,850.25,134,917
Sep 18, 2024,19,451.00,19,660.00,19,331.00,19,349.25,19,349.25,138,848
Sep 17, 2024,19,426.50,19,615.50,19,341.00,19,439.25,19,439.25,254,059
Sep 16, 2024,19,498.00,19,546.50,19,299.25,19,433.00,19,433.00,339,781
Sep 13, 2024,19,419.50,19,577.25,19,398.25,19,530.25,19,530.25,467,948
Sep 12, 2024,19,241.50,19,483.50,19,185.00,19,447.25,19,447.25,581,032
Sep 11, 2024,18,837.75,19,293.50,18,547.00,19,271.00,19,271.00,729,344
Sep 10, 2024,18,727.00,18,878.50,18,582.25,18,864.00,18,864.00,536,220
Sep 9, 2024,18,400.00,18,734.50,18,386.00,18,692.25,18,692.25,726,350
Sep 6, 2024,18,921.00,18,972.25,18,339.75,18,458.25,18,458.25,726,350
Sep 5, 2024,18,965.75,19,150.50,18,827.25,18,963.50,18,963.50,585,125
Sep 4, 2024,18,993.75,19,114.75,18,825.75,18,962.50,18,962.50,582,116
Sep 3, 2024,19,599.00,19,683.00,18,911.00,19,006.50,19,006.50,698,442
Aug 30, 2024,19,445.75,19,632.75,19,370.50,19,623.00,19,623.00,495,609
Aug 29, 2024,19,217.00,19,693.50,19,140.25,19,393.25,19,393.25,669,705
Aug 28, 2024,19,635.50,19,691.00,19,227.25,19,415.75,19,415.75,537,278
Aug 27, 2024,19,558.75,19,694.25,19,441.50,19,653.75,19,653.75,441,146
Aug 26, 2024,19,787.75,19,846.25,19,505.50,19,591.25,19,591.25,473,540
Aug 23, 2024,19,621.50,19,904.25,19,591.75,19,790.75,19,790.75,581,201
Aug 22, 2024,19,921.25,20,025.25,19,542.00,19,578.25,19,578.25,630,179
Aug 21, 2024,19,803.00,19,981.75,19,771.50,19,909.50,19,909.50,479,077
Aug 20, 2024,19,857.75,19,931.00,19,743.00,19,809.50,19,809.50,485,435
Aug 19, 2024,19,629.00,19,871.75,19,525.25,19,857.75,19,857.75,429,305
Aug 16, 2024,19,570.25,19,683.00,19,447.50,19,605.75,19,605.75,458,933
Aug 15, 2024,19,142.50,19,603.25,19,100.50,19,581.25,19,581.25,522,322
Aug 14, 2024,19,099.25,19,203.50,18,925.50,19,115.00,19,115.00,553,997
Aug 13, 2024,18,648.25,19,122.50,18,628.50,19,104.25,19,104.25,497,670
Aug 12, 2024,18,590.00,18,765.25,18,515.00,18,639.50,18,639.50,469,892
Aug 9, 2024,18,550.25,18,674.50,18,383.00,18,616.00,18,616.00,501,761
Aug 8, 2024,17,873.00,18,593.50,17,741.75,18,525.25,18,525.25,663,957
Aug 7, 2024,18,033.00,18,558.50,17,836.25,17,966.50,17,966.50,725,244
Aug 6, 2024,18,165.75,18,483.25,17,966.00,18,179.00,18,179.00,697,089
Aug 5, 2024,18,390.00,18,390.00,17,351.00,18,013.25,18,013.25,937,137
Aug 2, 2024,18,956.50,18,979.75,18,385.75,18,556.25,18,556.25,842,228
Aug 1, 2024,19,593.25,19,717.00,18,854.00,19,023.25,19,023.25,920,616
Jul 31, 2024,18,865.75,19,648.00,18,861.75,19,505.25,19,505.25,762,246
Jul 30, 2024,19,217.00,19,319.75,18,725.00,18,936.25,18,936.25,745,002
Jul 29, 2024,19,171.75,19,377.25,19,113.25,19,209.25,19,209.25,600,017
Jul 26, 2024,19,003.00,19,297.75,18,995.00,19,174.50,19,174.50,694,702
Jul 25, 2024,19,260.00,19,390.50,18,883.25,18,992.25,18,992.25,992,015
Jul 24, 2024,19,883.00,19,883.00,19,168.75,19,203.25,19,203.25,846,812
Jul 23, 2024,19,982.00,20,084.75,19,868.25,19,925.00,19,925.00,601,990
Jul 22, 2024,19,749.00,20,044.75,19,718.75,20,001.00,20,001.00,657,854
Jul 19, 2024,19,955.00,19,979.75,19,654.00,19,713.00,19,713.00,774,109
Jul 18, 2024,20,024.25,20,162.50,19,758.75,19,899.25,19,899.25,964,287
Jul 17, 2024,20,591.00,20,597.75,19,965.75,19,997.50,19,997.50,854,323
Jul 16, 2024,20,628.00,20,684.50,20,464.50,20,598.00,20,598.00,629,745
Jul 15, 2024,20,580.00,20,797.00,20,506.25,20,583.75,20,583.75,703,410
Jul 12, 2024,20,432.75,20,741.00,20,335.00,20,524.00,20,524.00,724,343
Jul 11, 2024,20,895.50,20,983.75,20,377.25,20,441.75,20,441.75,906,128
Jul 10, 2024,20,686.00,20,916.75,20,684.50,20,899.75,20,899.75,576,694
Jul 9, 2024,20,681.00,20,771.75,20,615.75,20,678.50,20,678.50,569,689
Jul 8, 2024,20,591.50,20,688.00,20,579.25,20,659.75,20,659.75,497,107
Jul 5, 2024,20,419.25,20,639.50,20,361.00,20,620.75,20,620.75,600,207
Jul 3, 2024,20,241.00,20,435.25,20,205.00,20,411.50,20,411.50,395,129
Jul 2, 2024,20,045.75,20,259.25,19,910.00,20,255.25,20,255.25,621,477
Jul 1, 2024,19,970.00,20,074.00,19,811.75,20,052.00,20,052.00,639,341
Jun 28, 2024,20,063.25,20,273.25,19,906.25,19,927.25,19,927.25,750,324
Jun 27, 2024,19,946.00,20,116.75,19,874.25,20,039.50,20,039.50,589,649
Jun 26, 2024,19,973.00,20,070.50,19,901.00,20,012.50,20,012.50,590,175
Jun 25, 2024,19,756.00,19,981.25,19,726.00,19,972.25,19,972.25,574,518
Jun 24, 2024,20,014.75,20,030.25,19,728.00,19,750.75,19,750.75,683,900
Jun 21, 2024,19,781.25,19,819.25,19,687.50,19,747.29,19,747.29,590,839
Jun 20, 2024,19,930.25,20,095.00,19,694.25,19,763.25,19,763.25,157,046
Jun 18, 2024,19,918.50,19,996.50,19,851.75,19,919.25,19,919.25,201,834
Jun 17, 2024,19,695.00,20,001.00,19,640.50,19,921.25,19,921.25,423,232
Jun 14, 2024,19,602.75,19,699.50,19,501.50,19,685.50,19,685.50,584,288
Jun 13, 2024,19,602.00,19,691.00,19,500.00,19,602.50,19,602.50,584,725
Jun 12, 2024,19,248.00,19,612.25,19,233.50,19,496.50,19,496.50,691,079
Jun 11, 2024,19,107.25,19,257.50,18,994.50,19,242.25,19,242.25,564,706
Jun 10, 2024,19,025.00,19,129.75,18,974.25,19,109.75,19,109.75,571,666
Jun 7, 2024,19,064.00,19,155.00,18,940.00,19,037.75,19,037.75,612,033
Jun 6, 2024,19,089.50,19,124.50,19,017.25,19,060.25,19,060.25,524,900
Jun 5, 2024,18,711.00,19,090.50,18,696.25,19,074.25,19,074.25,575,227
Jun 4, 2024,18,662.50,18,753.25,18,511.25,18,701.00,18,701.00,616,703
Jun 3, 2024,18,590.25,18,755.50,18,435.75,18,646.25,18,646.25,669,104
May 31, 2024,18,590.75,18,668.25,18,241.25,18,591.00,18,591.00,834,003
May 30, 2024,18,753.00,18,787.00,18,546.25,18,606.50,18,606.50,619,548
May 29, 2024,18,949.50,18,949.75,18,740.00,18,802.75,18,802.75,573,938
May 28, 2024,18,874.75,18,980.50,18,819.50,18,940.50,18,940.50,642,954
May 24, 2024,18,684.00,18,926.00,18,680.00,18,876.00,18,876.00,552,083
May 23, 2024,18,860.50,19,023.25,18,621.50,18,696.25,18,696.25,851,576
May 22, 2024,18,798.25,18,891.00,18,684.25,18,786.75,18,786.75,578,439
May 21, 2024,18,746.00,18,808.75,18,678.00,18,799.25,18,799.25,426,117
May 20, 2024,18,633.50,18,794.50,18,633.00,18,763.00,18,763.00,470,381
May 17, 2024,18,642.00,18,686.75,18,545.00,18,635.25,18,635.25,489,227
May 16, 2024,18,693.25,18,760.75,18,633.25,18,650.00,18,650.00,548,582
May 15, 2024,18,409.75,18,707.00,18,393.00,18,691.75,18,691.75,605,869
May 14, 2024,18,282.00,18,433.00,18,165.50,18,415.00,18,415.00,555,369
May 13, 2024,18,238.00,18,336.25,18,228.75,18,295.50,18,295.50,411,036
May 10, 2024,18,226.00,18,348.00,18,188.50,18,255.00,18,255.00,473,881
May 9, 2024,18,160.75,18,240.25,18,103.75,18,214.50,18,214.50,471,196
May 8, 2024,18,194.00,18,242.25,18,072.50,18,186.50,18,186.50,453,714
May 7, 2024,18,189.50,18,266.25,18,151.00,18,199.50,18,199.50,469,722
May 6, 2024,18,047.50,18,201.25,17,983.75,18,195.50,18,195.50,395,489
May 3, 2024,17,744.25,18,050.25,17,719.50,18,000.75,18,000.75,556,949
May 2, 2024,17,487.00,17,755.25,17,386.25,17,649.75,17,649.75,635,300
May 1, 2024,17,462.50,17,793.25,17,399.25,17,438.25,17,438.25,791,170
Apr 30, 2024,17,918.50,17,920.25,17,473.50,17,571.25,17,571.25,677,704
Apr 29, 2024,17,864.75,17,949.00,17,791.25,17,904.25,17,904.25,528,891
Apr 26, 2024,17,808.25,17,901.50,17,668.25,17,845.75,17,845.75,628,227
Apr 25, 2024,17,450.00,17,827.50,17,308.25,17,567.50,17,567.50,820,011
Apr 24, 2024,17,682.00,17,795.50,17,481.75,17,664.50,17,664.50,667,402
Apr 23, 2024,17,352.25,17,666.00,17,286.25,17,606.75,17,606.75,601,826
Apr 22, 2024,17,228.25,17,448.00,17,148.50,17,350.00,17,350.00,646,130
Apr 19, 2024,17,530.75,17,553.25,17,113.25,17,180.75,17,180.75,1,023,135
Apr 18, 2024,17,669.75,17,770.75,17,506.25,17,547.25,17,547.25,756,158
Apr 17, 2024,17,897.00,17,968.50,17,615.25,17,658.50,17,658.50,844,749
Apr 16, 2024,17,879.00,17,988.00,17,792.00,17,881.25,17,881.25,766,364
Apr 15, 2024,18,151.00,18,350.75,17,841.50,17,876.25,17,876.25,797,316
Apr 12, 2024,18,486.25,18,507.75,18,120.25,18,179.25,18,179.25,787,334
Apr 11, 2024,18,184.00,18,518.75,18,088.00,18,485.00,18,485.00,728,802
Apr 10, 2024,18,381.00,18,474.25,18,053.50,18,196.75,18,196.75,880,504
Apr 9, 2024,18,314.75,18,407.25,18,160.75,18,359.75,18,359.75,696,069
Apr 8, 2024,18,348.25,18,376.00,18,237.50,18,295.00,18,295.00,524,203
Apr 5, 2024,18,086.25,18,408.25,18,051.50,18,300.75,18,300.75,809,193
Apr 4, 2024,18,388.50,18,568.00,18,055.25,18,076.75,18,076.75,777,140
Apr 3, 2024,18,345.00,18,451.75,18,232.50,18,373.25,18,373.25,597,987
Apr 2, 2024,18,497.25,18,511.00,18,201.50,18,330.00,18,330.00,618,982
Apr 1, 2024,18,503.00,18,612.00,18,414.50,18,497.25,18,497.25,572,133
Mar 28, 2024,18,505.00,18,538.75,18,447.50,18,475.00,18,475.00,515,193
Mar 27, 2024,18,477.50,18,571.75,18,378.50,18,503.75,18,503.75,605,634
Mar 26, 2024,18,531.25,18,619.00,18,439.25,18,449.00,18,449.00,516,507
Mar 25, 2024,18,567.00,18,601.25,18,414.75,18,513.50,18,513.50,456,250
Mar 22, 2024,18,580.50,18,626.00,18,492.00,18,574.75,18,574.75,511,962
Mar 21, 2024,18,539.75,18,709.00,18,526.75,18,561.75,18,561.75,606,959
Mar 20, 2024,18,274.00,18,545.00,18,227.50,18,479.75,18,479.75,618,809
Mar 19, 2024,18,222.00,18,289.25,18,053.25,18,270.00,18,270.00,660,394
Mar 18, 2024,18,073.50,18,381.00,18,062.25,18,231.50,18,231.50,656,629
Mar 15, 2024,18,006.00,18,074.75,17,831.75,17,854.75,17,854.75,705,711
Mar 14, 2024,18,094.25,18,177.75,17,915.50,18,024.50,18,024.50,110,277
Mar 13, 2024,18,218.00,18,256.50,18,033.25,18,078.50,18,078.50,179,714
Mar 12, 2024,18,010.50,18,241.75,17,930.00,18,227.75,18,227.75,281,274
Mar 11, 2024,18,056.00,18,068.25,17,890.50,17,971.00,17,971.00,472,517
Mar 8, 2024,18,279.00,18,436.50,18,012.50,18,046.75,18,046.75,1,048,847
Mar 7, 2024,18,041.00,18,360.00,17,915.75,18,316.25,18,316.25,758,499
Mar 6, 2024,17,981.00,18,174.25,17,942.50,18,044.25,18,044.25,806,131
Mar 5, 2024,18,246.00,18,252.00,17,832.50,17,930.25,17,930.25,803,857
Mar 4, 2024,18,336.00,18,377.75,18,234.25,18,262.00,18,262.00,569,342
Mar 1, 2024,18,075.00,18,372.75,18,029.50,18,338.25,18,338.25,639,153
Feb 29, 2024,17,870.00,18,109.50,17,826.00,18,082.75,18,082.75,680,147
Feb 28, 2024,18,017.50,18,019.75,17,846.25,17,915.25,17,915.25,553,731
Feb 27, 2024,17,951.00,18,040.25,17,908.75,18,021.00,18,021.00,567,818
Feb 26, 2024,17,961.50,18,059.50,17,922.00,17,977.00,17,977.00,526,169
Feb 23, 2024,18,023.25,18,144.75,17,946.00,17,991.00,17,991.00,659,725
Feb 22, 2024,17,702.50,18,087.00,17,676.00,18,047.50,18,047.50,759,232
Feb 21, 2024,17,573.00,17,723.00,17,372.75,17,536.75,17,536.75,731,450
Feb 20, 2024,17,729.25,17,807.50,17,452.50,17,607.25,17,607.25,889,292
Feb 16, 2024,17,952.00,18,026.00,17,715.00,17,744.00,17,744.00,744,628
Feb 15, 2024,17,870.00,17,968.25,17,780.50,17,912.75,17,912.75,657,768
Feb 14, 2024,17,703.00,17,887.00,17,669.25,17,881.00,17,881.00,688,088
Feb 13, 2024,17,928.50,17,963.25,17,542.00,17,676.75,17,676.75,858,230
Feb 12, 2024,18,040.00,18,121.50,17,911.25,17,965.00,17,965.00,538,132
Feb 9, 2024,17,854.25,18,071.00,17,852.25,18,039.25,18,039.25,499,282
Feb 8, 2024,17,856.25,17,896.50,17,792.25,17,868.25,17,868.25,471,370
Feb 7, 2024,17,645.75,17,875.50,17,629.75,17,841.75,17,841.75,613,340
Feb 6, 2024,17,698.50,17,769.00,17,560.75,17,660.00,17,660.00,623,168
Feb 5, 2024,17,696.00,17,745.50,17,554.25,17,700.00,17,700.00,621,645
Feb 2, 2024,17,588.00,17,775.50,17,465.50,17,732.75,17,732.75,761,167
Feb 1, 2024,17,273.25,17,646.75,17,262.75,17,436.75,17,436.75,705,238
Jan 31, 2024,17,415.50,17,484.00,17,221.50,17,242.25,17,242.25,816,119
Jan 30, 2024,17,711.75,17,735.75,17,467.00,17,588.50,17,588.50,554,146
Jan 29, 2024,17,502.00,17,716.25,17,457.50,17,706.00,17,706.00,568,739
Jan 26, 2024,17,571.25,17,632.00,17,466.00,17,527.00,17,527.00,631,481
Jan 25, 2024,17,614.75,17,752.00,17,542.00,17,634.50,17,634.50,710,822
Jan 24, 2024,17,554.00,17,793.50,17,552.25,17,621.00,17,621.00,721,605
Jan 23, 2024,17,461.00,17,558.25,17,409.50,17,531.25,17,531.25,508,078
Jan 22, 2024,17,466.00,17,585.00,17,434.00,17,458.50,17,458.50,637,245
Jan 19, 2024,17,116.00,17,471.25,17,107.25,17,438.50,17,438.50,758,132
Jan 18, 2024,16,854.50,17,125.75,16,834.25,17,110.00,17,110.00,852,229
Jan 17, 2024,16,978.00,16,982.00,16,689.25,16,869.75,16,869.75,722,784
Jan 16, 2024,16,961.75,17,033.75,16,811.75,16,966.50,16,966.50,816,021
Jan 12, 2024,16,957.75,17,042.50,16,866.50,16,969.25,16,969.25,593,445
Jan 11, 2024,16,955.00,17,057.00,16,753.00,16,966.25,16,966.25,756,441
Jan 10, 2024,16,829.50,16,983.00,16,801.50,16,945.25,16,945.25,550,703
Jan 9, 2024,16,788.00,16,868.50,16,657.75,16,830.25,16,830.25,605,921
Jan 8, 2024,16,470.00,16,811.25,16,378.25,16,803.75,16,803.75,549,900
Jan 5, 2024,16,455.00,16,577.25,16,334.25,16,460.25,16,460.25,627,475
Jan 4, 2024,16,545.25,16,587.25,16,436.00,16,445.00,16,445.00,559,464
Jan 3, 2024,16,736.75,16,737.25,16,522.00,16,538.00,16,538.00,677,219
Jan 2, 2024,17,019.00,17,038.50,16,622.50,16,720.00,16,720.00,652,714
Dec 29, 2023,17,090.25,17,131.00,16,938.25,17,023.50,17,023.50,470,864
Dec 28, 2023,17,127.00,17,165.25,17,077.75,17,090.50,17,090.50,357,702
Dec 27, 2023,17,090.25,17,133.00,17,055.50,17,113.25,17,113.25,424,302
Dec 26, 2023,16,964.50,17,111.25,16,964.50,17,083.50,17,083.50,292,090
Dec 22, 2023,16,956.00,17,041.50,16,891.50,16,980.00,16,980.00,486,853
Dec 21, 2023,16,790.25,16,970.25,16,790.25,16,956.50,16,956.50,639,818
